youtube_id,video_title,duration,view_count,uploader_name,uploader_id,channel_url,video_url,description
8VC6fvPU624,Paperkraft - Translucent,360,14616,OOUKFunkyOO,OOUKFunkyOO,https://www.youtube.com/channel/UCY2mgHbe4QiYjLHrtF5FMYQ,https://www.youtube.com/watch?v=8VC6fvPU624,"https://soundcloud.com/pprkrft
https://twitter.com/_Paperkraft"
gwZEJR26jso,Maxime Alexander - Kylie Jenner Lips,277,14795,OOUKFunkyOO,OOUKFunkyOO,https://www.youtube.com/channel/UCY2mgHbe4QiYjLHrtF5FMYQ,https://www.youtube.com/watch?v=gwZEJR26jso,"https://soundcloud.com/1991-global/maxime-alexander-kylie-jenner-lips
www.instagram.com/daniellidchi"
OvIKJokxveQ,Maxime Alexander - Skittles,277,18396,OOUKFunkyOO,OOUKFunkyOO,https://www.youtube.com/channel/UCY2mgHbe4QiYjLHrtF5FMYQ,https://www.youtube.com/watch?v=OvIKJokxveQ,"DM maxime alexander on www.instagram.com/daniellidchi for free download
https://soundcloud.com/1991-global/maximealexander-skittles"
hWCfDXXFztU,Dj Pegasuz & FTPup - Dalmatian Dreams,267,21411,OOUKFunkyOO,OOUKFunkyOO,https://www.youtube.com/channel/UCY2mgHbe4QiYjLHrtF5FMYQ,https://www.youtube.com/watch?v=hWCfDXXFztU,"https://axetraxx.bandcamp.com/album/ax-tx-003-v-a-pre-order
http://www.redeyerecords.co.uk/vinyl/79027-axe-traxx-003-axe-traxx-003-va"
_0BcTTTH0Ec,Amadeezy - Rolling Deep,408,20392,OOUKFunkyOO,OOUKFunkyOO,https://www.youtube.com/channel/UCY2mgHbe4QiYjLHrtF5FMYQ,https://www.youtube.com/watch?v=_0BcTTTH0Ec,"https://amadeezy.bandcamp.com/album/bosstown-playaz-ep-special-dj-edition
https://soundcloud.com/amadeezybeats"
KzCkllgMOeI,NILES COOPER - DOWNTOWN COPENHAGEN,348,3167,Maslow Unknown,UCrgSrKO2ZUYJCirOP9bzDQg,https://www.youtube.com/channel/UCrgSrKO2ZUYJCirOP9bzDQg,https://www.youtube.com/watch?v=KzCkllgMOeI,"Niles Cooper makes his debut on Madhouse Records delivering his new EP ""Hommage"".  Released 8th May 2020.
BUY:
https://www.traxsource.com/title/1323033/hommage
https://www.beatport.com/release/hommage/2916749
SUPPORT:
https://soundcloud.com/niles-cooper
https://soundcloud.com/madhouse-records"
RUJf_Pkwojg,Niles Cooper - Hommage,307,4294,030esar0303,030esar0303,https://www.youtube.com/channel/UCWJ0h-sGerHCxjAo2vRtkbg,https://www.youtube.com/watch?v=RUJf_Pkwojg,"More 030esar0303 - https://lnkfi.re/d2AwQnmq
Buy it here: https://www.traxsource.com/title/1323033/hommage

❌Niles Cooper:
»» https://soundcloud.com/niles-cooper
»» https://www.facebook.com/nilescooper

❌030esar0303:
»» https://www.facebook.com/030esar0303/
»» https://soundcloud.com/lucas_eb_030esar0303
»» https://www.instagram.com/030esar0303.berlin/

🎶Go and check 030esar0303's Spotify playlists:
»» https://spoti.fi/2Rjvu4B"
KwllAMDEFsM,Staunch (KETTAMA Remix),308,6340,Dusky - Topic,UC8lA9PbQS2YkOEuvpcsfR5Q,https://www.youtube.com/channel/UC8lA9PbQS2YkOEuvpcsfR5Q,https://www.youtube.com/watch?v=KwllAMDEFsM,"Provided to YouTube by Anjunabeats

Staunch (KETTAMA Remix) · Dusky

Aset Forever EP (The Remixes)

℗ 17 Steps

Released on: 2018-12-14

Artist: Dusky

Auto-generated by YouTube."
INpToGqwmoo,Kitchen Plug - Rue Pargaminières,277,1228,soundsgroovy,DamagerguiPod,https://www.youtube.com/channel/UCSMUq7nmVCRpM3ZXAOhBCMw,https://www.youtube.com/watch?v=INpToGqwmoo,"The Tacos Semelle EP : 6 tracks made with care by the 3 young naughty f**kers.
Grab it like it's HOT: https://kitchenplug.bandcamp.com/album/tacos-semelle

Kitchen Plug
- IG: https://www.instagram.com/kitchen.plug/
- FB: https://www.facebook.com/kitchenpluggg
- SC: https://soundcloud.com/user-943770139
- YT: https://www.youtube.com/channel/UCnmyKV7JCYlRudRcnPnaxmw
- BC: https://kitchenplug.bandcamp.com/music
___________________
soundsgroovy
https://soundcloud.com/soundsgroovy
https://www.facebook.com/soundsgroovy1​
https://www.instagram.com/soundsgroovy_

Send premieres to soundsgroovytrax@gmail.com"
__cE_FVGX3s,Austin M & Ross S - Feel It (Original),268,2449,GarageVybez98,GarageVybez98,https://www.youtube.com/channel/UC056lRq6KmKi6VTHAzkjNEw,https://www.youtube.com/watch?v=__cE_FVGX3s,
yW8ftXhPG2A,Conspiracy Dubz - Pick Me Up - The Custard Factory E.P,216,1399,GarageVybez98,GarageVybez98,https://www.youtube.com/channel/UC056lRq6KmKi6VTHAzkjNEw,https://www.youtube.com/watch?v=yW8ftXhPG2A,https://digbethrecords.bandcamp.com/album/conspiracy-dubz-the-custard-factory-ep-1-of-300-vinyl-only
5zvYQg3Rgq0,Conspiracy Dubz - The Warning - The Custard Factory E.P,274,2910,GarageVybez98,GarageVybez98,https://www.youtube.com/channel/UC056lRq6KmKi6VTHAzkjNEw,https://www.youtube.com/watch?v=5zvYQg3Rgq0,https://digbethrecords.bandcamp.com/album/conspiracy-dubz-the-custard-factory-ep-1-of-300-vinyl-only
qq2kUhRRTpI,Lazy-Bones - Now Its The Time (The Power Mix),335,1882,GarageVybez98,GarageVybez98,https://www.youtube.com/channel/UC056lRq6KmKi6VTHAzkjNEw,https://www.youtube.com/watch?v=qq2kUhRRTpI,
drfeHbFNAr8,Jovonn - UK Drive To Base Room,360,3594,GarageVybez98,GarageVybez98,https://www.youtube.com/channel/UC056lRq6KmKi6VTHAzkjNEw,https://www.youtube.com/watch?v=drfeHbFNAr8,
lL5PfVm7g58,Obskϋr - In Da Club Quarantined X,277,54897,HOUZ,UCZp69rY6af8AqRRPFd9-jDA,https://www.youtube.com/channel/UCZp69rY6af8AqRRPFd9-jDA,https://www.youtube.com/watch?v=lL5PfVm7g58,"HOUZ 
- Facebook: https://www.facebook.com/houzmusicblog 
- Soundcloud: https://soundcloud.com/houzmusicblog 
- Instagram: https://www.instagram.com/houz_music -------------------------------------------------------------------------------- 
Obskür
- Facebook: https://www.facebook.com/obskur1
- Soundcloud: https://soundcloud.com/obskurofficial
- Instagram: https://www.instagram.com/obskur_909
-------------------------------------------------------------------------------- 
Free Download: https://hypeddit.com/link/ndkzoy
-------------------------------------------------------------------------------- 
Contact/ Submissions / Demos: 
houzmusicblog@gmail.com"
59J7TXWMevU,B O D Y (Original Mix),305,43907,Kettama - Topic,UC34QTlSeAIumVugvkpoh0WA,https://www.youtube.com/channel/UC34QTlSeAIumVugvkpoh0WA,https://www.youtube.com/watch?v=59J7TXWMevU,"Provided to YouTube by Label Worx Ltd

B O D Y (Original Mix) · KETTAMA

Bucklyn Bridge EP

℗ Homage

Released on: 2018-09-17

Composer: Evan Campbell

Auto-generated by YouTube."
-QYeSkK06Gw,Coit - Crooklyn,348,560,Analog Advisory,UChubZoNrdX9D0z2oOhsr2AA,https://www.youtube.com/channel/UChubZoNrdX9D0z2oOhsr2AA,https://www.youtube.com/watch?v=-QYeSkK06Gw,"//Soundcloud - https://soundcloud.com/analog-advisory/freebie-coit-crooklyn/s-Gyh7o

//Analog Advisory -  http://analogadvisory.com/coit-crooklyn/

We have a nice bumping Lo-Fi House track for free download by German producer, Coit. Crooklyn is a Hi-NRG that will keep you moving through the night."
w66RVzy_RrU,Murg - Kappa,334,93,Murg,UCQq7QQeDPXuwSd_P9666zbw,https://www.youtube.com/channel/UCQq7QQeDPXuwSd_P9666zbw,https://www.youtube.com/watch?v=w66RVzy_RrU,"Social Media Links:
https://www.facebook.com/murgdj/ 
https://twitter.com/murgdj
https://www.instagram.com/murgdj/
https://soundcloud.com/murgdj"
cwPnTIdcqsY,KETTAMA - ARAS,261,45707,Berlin House Music,UCVbB5eEDF7B8NF-WBq9lG7Q,https://www.youtube.com/channel/UCVbB5eEDF7B8NF-WBq9lG7Q,https://www.youtube.com/watch?v=cwPnTIdcqsY,"KETTAMA
https://soundcloud.com/kettamabro

Berlin House Music
https://soundcloud.com/berlinhousemusic"
jnOiIPjlD1o,Skepta - Nasty (KETTAMA Edit),195,130669,doperandomvids,UCSaSCZ1i_IN-yqCDt46Xjpw,https://www.youtube.com/channel/UCSaSCZ1i_IN-yqCDt46Xjpw,https://www.youtube.com/watch?v=jnOiIPjlD1o,"Amazing hard edit by young irish producer KETTAMA, absolutely blows the roof off every time this gets played. No release info on this one, but the vocals from Skepta go perfect with KETTAMAs gritty style.
Live @ Boxed Off Festival (Ireland) - 29-SEP-2018

No copyright intended

Twitter - https://twitter.com/OfficialHNHH
Facebook - https://www.facebook.com/DailyNewHipHop?ref=hl"
